#  ___  _____  _____  __  __  ____  
# |_ _||_   _|| ____||  \/  |/ ___| 
#  | |   | |  |  _|  | |\/| |\___ \ 
#  | |   | |  | |___ | |  | | ___) |
# |___|  |_|  |_____||_|  |_||____/ 

* Monster Candy
* Croquet Roll 
* Stick
 item_name_4, Bandage 
 obj_floweytrigger2_234, \E6 Everyone, everything in  these \E7worthless  memories... 
 obj_floweytrigger2_235, \E5 Let's turn 'em all  to dust. 
 obj_floweytrigger2_245,  Clever. Verrrryyy clever. 
 obj_floweytrigger2_246,  You think you're really  smart, don't you? 
 obj_floweytrigger2_247,  In this world, it's kill  or be killed. 
 obj_floweytrigger2_248,  So you were able to  play by your own  rules. 
 obj_floweytrigger2_249, \E4 You spared the life  of a single person. 
 obj_floweytrigger2_250,  Hee hee hee... 
 obj_floweytrigger2_253,  Froggit, Whimsun. Vegetoid, Loox. Migosp, Moldsmal. 
 obj_floweytrigger2_254,  Think about those names. 
 obj_floweytrigger2_255,  Do you think any of  those monsters have  families? 
 obj_floweytrigger2_256,  Do you think any of  them have friends? 
 obj_floweytrigger2_257, \E6 Each one could have  been someone else's  Toriel. 
 obj_floweytrigger2_258, \E7 Selfish brat. 
 obj_floweytrigger2_259,  Somebody is dead  because of you. 
 obj_floweytrigger2_264,  I bet you feel  really great. 
 obj_floweytrigger2_265,  You didn't kill  anybody this time. 
 obj_floweytrigger2_266,  But what will you  do if you meet a  relentless killer? 
 obj_floweytrigger2_267,  You'll die and you'll  die and you'll  die. 
 obj_floweytrigger2_268,  Until you tire of  trying. 
 obj_floweytrigger2_269,  What will you do  then? 
 obj_floweytrigger2_270, \E5 Will you kill  out of frustration? 
 obj_floweytrigger2_271,  Or will you give  up entirely on  this world... 
 obj_floweytrigger2_272, \E4 ... and let ME inherit  the power to control  it? 
 obj_floweytrigger2_273, \E5 I am the prince of  this world's future. 
 obj_floweytrigger2_274,  Don't worry, my little  monarch, my plan  isn't regicide. 
 obj_floweytrigger2_275,  This is SO much  more interesting. 
 obj_floweytrigger2_283,  But don't act so  cocky. 
 obj_floweytrigger2_284,  I know what you did. 
 obj_floweytrigger2_285, \E6 You murdered her. 
 obj_floweytrigger2_286, \E7 And then you went  back, because you  regretted it. 
 obj_floweytrigger2_287,  Ha ha ha ha... 
 obj_floweytrigger2_288, \E5 You naive idiot. 
 obj_floweytrigger2_289,  Do you think you  are the only one  with that power? 
 obj_floweytrigger2_290, \E4 The power to reshape  the world... 
 obj_floweytrigger2_291,  Purely by your  own determination. 
 obj_floweytrigger2_292,  The ability to  play God! 
 obj_floweytrigger2_293,  The ability to  + '' + SAVE. + '' +  
 obj_floweytrigger2_294,  I thought I was  the only one with  that power. But... 
 obj_floweytrigger2_295,  I can't SAVE anymore. 
 obj_floweytrigger2_296,  Apparently YOUR  desires for this  world override MINE. 
 obj_floweytrigger2_297, \E5 Well well. 
 obj_floweytrigger2_298,  Enjoy that power  while you can. 
 obj_floweytrigger2_299, \E4 I'll be watching. 
 obj_forcedright_142,  What's that smell? Where's that smell? 
 obj_forcedright_143,  If you're a smell... ... identify yoursmellf! 
 obj_forcedright_175,  Hmmm... Here's that weird smell... 
 obj_forcedright_176,  It makes me want to  eliminate. 
 obj_forcedright_177,  ... Eliminate YOU! 
 obj_forcedright_220,  Dogs can pet other dogs??? A new world has opened  up for us... 
 obj_forcedright_221,  Thanks, weird puppy! 
 obj_forcedright_224,  Weird smells can bring  good things... Friendly fun fetch! 
 obj_forcedright_225,  Thanks, weird smell! It sure was fun to   + '' + stick + '' +  together! 
 obj_friendc_event_115,   Frisk! 
 obj_friendc_event_116,   This is all just  a bad dream...! 
 obj_friendc_event_117,   Please, wake up...! 
 obj_friendc_event_181,  Oh! You are awake! Thank goodness! 
 obj_friendc_event_183,  W-we were so  worried...! 
 obj_friendc_event_184,  It felt like you  were out forever! 
 obj_friendc_event_186,  Yeah! Any longer and  I would have freaked  out! 
 obj_friendc_event_187,  Tell us next time  you decide to take  a nap, okay!? 
 obj_friendc_event_189,  yeah. you made papyrus cry  like a baby. 
 obj_friendc_event_191, WHAT!!I DIDN'T CRY!!!I DON'T CRY!! 
 obj_friendc_event_192, \E3I JUST...CAUGHT SOMETHINGIN MY EYE. 
 obj_friendc_event_194,  what did you catch? 
 obj_friendc_event_196, TEARS!!! 
 obj_friendc_event_198,  Now, now. 
 obj_friendc_event_199,  The important part  is that Frisk is  all right. 
 obj_friendc_event_200,  Here, Frisk. Why not drink some  tea? 
 obj_friendc_event_201,  It'll make you feel  better. 
 obj_friendc_event_203,  Errr... How about we give  them space, first? 
 obj_friendc_event_204,  They must be very  exhausted. 
 obj_friendc_event_205, \E8 Though, from what,  I am not certain. 
 obj_friendc_event_206,  Frisk... We do not remember  exactly what happened. 
 obj_friendc_event_207,  There was a flower... And then, everything  went white. 
 obj_friendc_event_208,  But now the barrier  is gone. 
 obj_friendc_event_209,  When you are ready,  we will all return  to the surface. 
 obj_friendc_event_210,  It seems the door to  the east will lead  us there now. 
 obj_friendc_event_211,  But before then... 
 obj_friendc_event_212,  Perhaps you might  want to take a  walk? 
 obj_friendc_event_213,  You can say goodbye  to all of your  wonderful friends. 
 obj_friendc_event_214,  Do as you wish. We will all wait  for you here. 
 obj_friendscene_182, \E4What a miserablecreature, torturingsuch a poor,innocent, youth... 
 obj_friendscene_183, Do not be afraid,my child. 
 obj_friendscene_184, It is I, TORIEL,your friend andguardian. 
 obj_friendscene_185, At first, I thoughtI would let youmake your journeyalone... 
 obj_friendscene_186, \E4But I could notstop worrying aboutyou. 
 obj_friendscene_187, \E4Your adventure musthave been sotreacherous. 
 obj_friendscene_188, ... and ultimately,it would burden youwith a horriblechoice. 
 obj_friendscene_189, To leave this place,you would have totake the life ofanother person. 
 obj_friendscene_190, You would have todefeat ASGORE. 
 obj_friendscene_191, \E4However...I realized... 
 obj_friendscene_192, I cannot allow that. 
 obj_friendscene_193, It is not right tosacrifice someonesimply to letsomeone leave here. 
 obj_friendscene_194, \E4Is that not whatI have been trying toprevent thiswhole time? 
 obj_friendscene_195, So, for now, letus suspend thisbattle. 
 obj_friendscene_196, \E4As terrible asASGORE is... 
 obj_friendscene_197, He deserves mercy,too. 
 obj_friendscene_226, Tori...Youcameback...! 
 obj_friendscene_236, \E5Do not  + '' + Tori + '' +  me,Dreemurr! 
 obj_friendscene_237, You pathetic whelp. 
 obj_friendscene_238, If you really wantedto free our kind... 
 obj_friendscene_239, You could have gonethrough the barrierafter you got ONESOUL... 
 obj_friendscene_240, ... taken six SOULsfrom the humans, thencome back and freedeveryone peacefully. 
 obj_friendscene_241, \E5But instead, you madeeveryone live indespair... 
 obj_friendscene_242, Because you wouldrather wait here,meekly hoping anotherhuman never comes. 
 obj_friendscene_271, ... 
 obj_friendscene_272, ... Tori... 
 obj_friendscene_273, You're right... 
 obj_friendscene_274, I am a miserablecreature... 
 obj_friendscene_275, ... but, do you thinkwe can at least befriends again? 
 obj_friendscene_301, Sigh. 
 obj_friendscene_302, NO,Asgore. 
 obj_friendscene_353, Ngahhhhhh!!!ASGORE! Human!! 
 obj_friendscene_354, Nobody fight eachother!!! 
 obj_friendscene_355, Everyone's gonnamake friends, orelse I'll...!! 
 obj_friendscene_356, I'll... 
 obj_friendscene_357, ... 
 obj_friendscene_376, Hello.I amTORIEL. 
 obj_friendscene_377, Are youthehuman'sfriend? 
 obj_friendscene_378, It isnice tomeetyou. 
 obj_friendscene_388, Uh,yeah...? 
 obj_friendscene_389, Nice tomeetyou! 
 obj_friendscene_413, HeyASGORE,is thatyour ex? 
 obj_friendscene_414, Jeez.That'srough,buddy. 
 obj_friendscene_450, H-hey! 
 obj_friendscene_451, Nobodyhurteachother!! 
 obj_friendscene_452, ... 
 obj_friendscene_453, ... 
 obj_friendscene_477, Oh!Are youanotherfriend? 
 obj_friendscene_478, I amTORIEL.Hello! 
 obj_friendscene_487, Uh,h-h-hi! 
 obj_friendscene_488, ... 
 obj_friendscene_489, THERE'STWO OFTHEM??? 
 obj_friendscene_546, HEY!NOBODY FIGHTANYONE! 
 obj_friendscene_547, IF ANYONE FIGHTSANYONE...! 
 obj_friendscene_548, THEN I'LL!!!BE FORCED!!! 
 obj_friendscene_549, TO ASK UNDYNEFOR HELP!!! 
 obj_friendscene_572, Hello! 
 obj_friendscene_582, OH!HELLO, YOURMAJESTY! 
 obj_friendscene_583, PSST!HEY, HUMAN... 
 obj_friendscene_584, DID ASGORESHAVE...? 
 obj_friendscene_585, AND...CLONE HIMSELF???? 
 obj_friendscene_631, heyguys...what'sup? 
 obj_friendscene_644, Thatvoice...!! 
 obj_friendscene_678, Hello,I thinkwemay... 
 obj_friendscene_679, Knoweachother? 
 obj_friendscene_691, oh hey...i recognize yourvoice, too. 
 obj_friendscene_705, I amTORIEL. 
 obj_friendscene_706, So niceto meetyou. 
 obj_friendscene_717, thename'ssans. 
 obj_friendscene_718, and, uh,same. 
 obj_friendscene_733, Oh!Wait,then...! 
 obj_friendscene_760, This must be yourbrother, Papyrus! 
 obj_friendscene_761, Greetings, Papyrus!It is so nice tofinally meet you! 
 obj_friendscene_762, Your brother hastold me so muchabout you. 
 obj_friendscene_779, WOWIE... 
 obj_friendscene_780, I CAN'T BELIEVEASGORE'S CLONEKNOWS WHO IAM!!! 
 obj_friendscene_781, THIS IS THE BESTDAY OF MYLIFE!!!!!!! 
 obj_friendscene_795, Hey, Papyrus... 
 obj_friendscene_796, What does a skeletontile his roofwith? 
 obj_friendscene_808, HMMM...SNOW-PROOF ROOFTILES??? 
 obj_friendscene_819, No, silly!A skeleton tileshis roof with... 
 obj_friendscene_820, SHIN-gles!!! 
 obj_friendscene_846, I CHANGED MYMIND!!! 
 obj_friendscene_847, THIS IS THE WORSTDAY OF MY LIFE!!! 
 obj_friendscene_863, Come on, ASGORE!It's gonna be OK! 
 obj_friendscene_864, There are plentyof fish in thesea... 
 obj_friendscene_880, Y-yeah, ASGORE!! 
 obj_friendscene_881, Undyne's totallyright about thatfish thing! 
 obj_friendscene_882, S-sometimes you'vejust got to, uh... 
 obj_friendscene_883, S-stop going afterfurry boss monstersand, uh... 
 obj_friendscene_884, J-just get to knowa really cutefish...? 
 obj_friendscene_885, ... 
 obj_friendscene_886, It's a metaphor. 
 obj_friendscene_910, Well. 
 obj_friendscene_911, I thinkit's agoodanalogy. 
 obj_friendscene_945, OH MY GOD! 
 obj_friendscene_946, \XWILL YOU TWOJUST \RSMOOCH\X ALREADY!? 
 obj_friendscene_947, THE AUDIENCE ISDYING FOR SOMEROMANTIC ACTION!!! 
 obj_friendscene_962, HEY, SHUT UP!!! 
 obj_friendscene_963, Man, the nerve ofthat guy! 
 obj_friendscene_964, Right,Alphys!?? 
 obj_friendscene_965, ... 
 obj_friendscene_966, Uh, Alphys? 
 obj_friendscene_982, ... 
 obj_friendscene_983, No. 
 obj_friendscene_984, He'sright. 
 obj_friendscene_985, LET'SDOIT. 
 obj_friendscene_1003, ?????????????? 
 obj_friendscene_1004, Well??? Uh???I guess???If you want to???Then???? 
 obj_friendscene_1005, Don't hold anythingback!!! 
 obj_friendscene_1047, W-wait! 
 obj_friendscene_1048, Not infront ofthehuman! 
 obj_friendscene_1066, Uhh, right!S-sorry, I got alittle carriedaway there. 
 obj_friendscene_1082, Hee hee hee. 
 obj_friendscene_1083, My child, itseems as if youmust stay herefor a while. 
 obj_friendscene_1084, \E6But looking atall the greatfriends you havemade... 
 obj_friendscene_1085, I think... 
 obj_friendscene_1086, \E7I think you willbe happy here. 
 obj_friendscene_1108, H-hey, thatreminds me. 
 obj_friendscene_1109, Papyrus...YOU calledeveryone here,right? 
 obj_friendscene_1110, Well, besides,uh, her. 
 obj_friendscene_1111, Uh, anyway...If I got herebefore you... 
 obj_friendscene_1112, How did you knowhow to calleverybody? 
 obj_friendscene_1122, LET'SJUSTSAY... 
 obj_friendscene_1132, A TINYFLOWERHELPEDME. 
 obj_friendscene_1146, A tiny...flower? 
 obj_friendscene_1194, You IDIOTS. 
 obj_friendscene_1195, While you guys werehaving your littlepow-wow... 
 obj_friendscene_1196, \E6I took the humanSOULS! 
 obj_friendscene_1197, \E5And now, not onlyare THOSE under mypower... 
 obj_friendscene_1198, \E6But all of yourFRIENDS' SOULS aregonna be mine, too! 
 obj_friendscene_1199, Hee hee hee. 
 obj_friendscene_1200, And you know whatthe best part is? 
 obj_friendscene_1201, \E5It's all yourfault. 
 obj_friendscene_1202, \E6It's all becauseyou MADE THEMlove you. 
 obj_friendscene_1203, \E7All the time youspent listening tothem... 
 obj_friendscene_1204, Encouraging them...Caring about them... 
 obj_friendscene_1205, Without that, theywouldn't have comehere. 
 obj_friendscene_1206, \E7And now, with theirsouls and the humans'together... 
 obj_friendscene_1207, \E5I will achieve myREAL FORM. 
 obj_friendscene_1208, Hee hee... 
 obj_friendscene_1209, \E3Huh? 
 obj_friendscene_1210, WHY am I stilldoing this? 
 obj_friendscene_1211, \E7Don't you get it? 
 obj_friendscene_1212, This is all justa GAME. 
 obj_friendscene_1213, \E3If you leave theunderground satisfied,you'll  + '' + win + '' +  thegame. 
 obj_friendscene_1214, \E4If you  + '' + win, + '' +  youwon't want to  + '' + play + '' + with me anymore. 
 obj_friendscene_1215, And what would Ido then? 
 obj_friendscene_1216, \E6But this gamebetween us willNEVER end. 
 obj_friendscene_1217, \E5I'll hold victoryin front of you,just within yourreach... 
 obj_friendscene_1218, \E6And then tear itaway just beforeyou grasp it. 
 obj_friendscene_1219, \E8Over, and over,and over... 
 obj_friendscene_1220, \E5Hee hee hee. 
 obj_friendscene_1221, Listen. 
 obj_friendscene_1222, If you DO defeatme, I'll give youyour  + '' + happy ending. + '' +  
 obj_friendscene_1223, \E7I'll bring yourfriends back. 
 obj_friendscene_1224, I'll destroy thebarrier. 
 obj_friendscene_1225, Everyone willfinally besatisfied. 
 obj_friendscene_1226, \E6But that WON'Thappen. 
 obj_friendscene_1227, \E8You...! 
 obj_friendscene_1228, I'll keep you hereno matter what! 
 obj_friendscene_1266, Even if it meanskilling you1,000,000 times!!!! 
 obj_friendscene_1357, What? 
 obj_friendscene_1375, Do not be afraid,my child... 
 obj_friendscene_1376, No matter whathappens... 
 obj_friendscene_1377, We will alwaysbe there toprotect you! 
 obj_friendscene_1434, THAT'S RIGHT,HUMAN!YOU CANWIN!! 
 obj_friendscene_1435, JUST DOWHAT I,WOULDDO... 
 obj_friendscene_1436, BELIEVEIN YOU!!! 
 obj_friendscene_1449, Hey! Human! Ifyou got pastME, you cando ANYTHING! 
 obj_friendscene_1450, So don't worry!We're with youall the way! 
 obj_friendscene_1463, huh?you haven'tbeatenthis guy yet? 
 obj_friendscene_1464, come on, thisweirdo's gotnothin' on you. 
 obj_friendscene_1514, Technically, it'simpossible for youto beat him... 
 obj_friendscene_1515, B-but...Somehow, I knowyou can do it!! 
 obj_friendscene_1532, Human, for thefuture ofhumans andmonsters...! 
 obj_friendscene_1533, You have to staydetermined...! 
 obj_friendscene_1589, Urrrgh... NO! 
 obj_friendscene_1590, Unbelievable!! 
 obj_friendscene_1591, This can't behappening...! 
 obj_friendscene_1592, You... YOU...! 
 obj_friendscene_1635, I can't believeyou're all soSTUPID. 
 obj_friendscene_1665, ALL OF YOUR SOULSARE MINE!!! 
 obj_froggit_30, Ribbit,ribbit. 
 obj_froggit_31, Croak,croak. 
 obj_froggit_32, Hop,hop. 
 obj_froggit_33, Meow. 
 obj_froggit_36, Blushesdeeply.Ribbit.. 
 obj_froggit_39, Shiver,shiver. 
 obj_froggit_42,  
 obj_froggit_184,  Froggit doesn't seem to  know why it's here. 
 obj_froggit_185,  Froggit hops to and fro. 
 obj_froggit_186,  The battlefield is filled  with the smell of mustard  seed. 
 obj_froggit_187,  You are intimidated by  Froggit's raw strength^4. Only kidding. 
 obj_froggit_188,  Froggit seems reluctant  to fight you. 
 obj_froggit_189,  Froggit is trying to  run away. 
 obj_froggit_205,  FROGGIT - ATK 4 DEF 5 Life is difficult for  this enemy.^ 
 obj_froggit_214,  Froggit didn't understand  what you said, but was  scared anyway.^ 
 obj_froggit_225,  Froggit didn't understand  what you said, but was  flattered anyway.^ 
 obj_gameintro_fake_44, Long ago, two racesruled over Earth:HUMANS and MONSTERS.    
 obj_gameintro_fake_45, One day, th^7ey alldisappeared withouta trace. 
 obj_garbagepile_70,  Piles of garbage. There are quite a few  brands you recognize. 
 obj_garbagepile_71,  Just garbage. 
 obj_garbagepile_72,  There's a pile of yellow names  in the trash pile. 
 obj_garbagepile_73,  Garbage. 
 obj_garbagepile_74,  A trash heap. 
 obj_garbagepile_75,  Your persistent garbage  habit shows no signs  of payoff. 
 obj_garbagepile_76,  Trash. 
 obj_gaster_follower_a_94,  Alphys might work faster. But the old Royal Scientist,  Doctor W.D. Gaster? 
 obj_gaster_follower_a_95,  One day, he vanished  without a trace. 
 obj_gaster_follower_a_96,  They say he shattered  across time and space. 
 obj_gaster_follower_a_97,  Ha ha... How can I say so  without fear? 
 obj_gaster_follower_a_98,  I'm holding a piece of  him right here. 
 obj_gaster_follower_b_94,  It makes sense why ASGORE  took so long to hire a  new Royal Scientist. 
 obj_gaster_follower_b_95,  After all, the old one... Dr. Gaster. What an act to follow! 
 obj_gaster_follower_b_96,  They say he created the CORE. 
 obj_gaster_follower_b_97,  However, his life... Was cut short. 
 obj_gaster_follower_b_98,  One day, he fell into  his creation, and... 
 obj_gaster_follower_b_102,  Will Alphys end up the  same way? 
 obj_gaster_follower_c_95,  I understand why ASGORE  waited so long to hire a  new Royal Scientist. 
 obj_gaster_follower_c_96,  The previous one... Dr. Gaster. 
 obj_gaster_follower_c_97,  His brilliance was  irreplaceable. 
 obj_gaster_follower_c_98,  However, his life... Was cut short. 
 obj_gaster_follower_c_99,  One day, his experiments  went wrong, and... 
 obj_gaster_follower_c_103,  Well, I needn't gossip. 
 obj_gaster_follower_c_104,  After all, it's rude to  talk about someone who's  listening. 
 obj_gaster_room_34, ENTRY NUMBERSEVENTEEN 
 obj_gaster_room_35, DARKDARKERYET DARKER 
 obj_gaster_room_36, THE DARKNESSKEEPS GROWING 
 obj_gaster_room_37, THE SHADOWSCUTTING DEEPER 
 obj_gaster_room_38, PHOTONREADINGSNEGATIVE 
 obj_gaster_room_39, THIS NEXTEXPERIMENT 
 obj_gaster_room_40, SEEMS 
 obj_gaster_room_41, VERY 
 obj_gaster_room_42, VERY 
 obj_gaster_room_43, INTERESTING 
 obj_gaster_room_44, ... 
 obj_gaster_room_45, WHAT DO YOUTWO THINK 
 obj_gladdummy_216,  Thanks! 
 obj_gladdummy_218, Thanks! 
 obj_gladdummy_219, Thankyou! 
 obj_gladdummy_220, Greatwork! 
 obj_gladdummy_221, Bravo! 
 obj_gladdummy_222, OK! 
 obj_gladdummy_223, ... 
 obj_gladdummy_232,  
 obj_gladdummy_405,  Dummy looks like it's  going to fall over. 
 obj_gladdummy_406,  Dummy stands around  absentmindedly. 
 obj_gladdummy_411,  Dummy tires of your  aimless shenanigans. 
 obj_gladdummy_448,  GLAD DUMMY - ATK 0 DEF 0  Wipe that smile off your  face.^ 
 obj_glydeb_148, HowgreatI am. 
 obj_glydeb_149, Look.Watch.Observe. 
 obj_glydeb_150, Wow.Checkout mypecs. 
 obj_glydeb_151, Sorry...forNOTHINGollies 
 obj_glydeb_159, Boo?What awimpyghost. 
 obj_glydeb_160, Mmm,FreshSweetHaters 
 obj_glydeb_165, OK!I rule!I admitit! 
 obj_glydeb_168, Whatelse doyou haveto say!? 
 obj_glydeb_174, ... 
 obj_glydeb_175, Eh?Youforgotto clap. 
 obj_glydeb_176, HELLO??I'MRIGHTHERE!!! 
 obj_glydeb_181,  
 obj_glydeb_414,  Glyde does fancy flips. 
 obj_glydeb_415,  Glyde is giving itself a  high five. ... somehow. 
 obj_glydeb_416,  Glyde sees its reflection   and gets jealous. 
 obj_glydeb_417,  Glyde is thinking of new  slang for the word  + '' + cool. + '' +  Like  + '' + freakadacious. + '' 
 obj_glydeb_418,  An arrogant-smelling wind  blows through. 
 obj_glydeb_420,  Glyde is doing tons of flips  to get your attention. 
 obj_glydeb_421,  Glyde seems satisfied. 
 obj_glydeb_422,  Glyde is dying, but in a  cool way. 
 obj_glydeb_455,  GLYDE - ATK HIGH DEF HIGH Refuses to give more details  about its statistics.^ 
 obj_glydeb_466,  You clap really sloppily. Glyde sucks up your praise  like a vacuum cleaner.^ 
 obj_glydeb_471,  You clap like a gorilla. Glyde is becoming addicted to  your praise.^ 
 obj_glydeb_486,  You boo... but haters  only make Glyde stronger. Glyde ATTACK UP+DEFENSE DOWN.^ 
 obj_glydeb_492,  You boo loudly. Glyde leaves to look elsewhere  for praise.^ 
 obj_glydeb_506,  You do nothing. No effect.^ 
 obj_glydeb_511,  You do nothing. Glyde leaves to look elsewhere  for praise.^ 
 obj_glydeb_519,  You do nothing. Glyde looks desperate for  attention.^ 
 obj_glydeb_525,  You do nothing. Glyde looks disappointed you  aren't paying attention.^ 
 obj_bigglydeshot_word_0, COOL 
 obj_bigglydeshot_word_1, VIBIN 
 obj_bigglydeshot_word_2, RAD 
 obj_bigglydeshot_word_3, NICEY 
 obj_bigglydeshot_word_4, SPICEY 
 obj_bigglydeshot_word_5, SWEET 
 obj_bigglydeshot_word_6, SICK 
 obj_greatdog_440,  Greater Dog is watching you  intently. 
 obj_greatdog_441,  Greater Dog is waiting for  your command. 
 obj_greatdog_442,  It smells like freshly-  squeezed puppy juice. 
 obj_greatdog_443,  Greater Dog is seeking  affection. 
 obj_greatdog_444,  Greater Dog just wants  affection. 
 obj_greatdog_445,  Greater Dog is making  puppy-dog eyes. 
 obj_greatdog_446,  Greater Dog is patting the  ground with its front paws. 
 obj_greatdog_447,  Greater Dog wants some TLC. 
 obj_greatdog_448,  Pet capacity is 40-percent. 
 obj_greatdog_449,  Greater Dog is contented. 
 obj_greatdog_450,  Greater Dog is panting  slowly. 
 obj_greatdog_466,  GREATER DOG - ATK 15 DEF 8 It's so excited that it  thinks fighting is just play.^ 
 obj_greatdog_478,  The Greater Dog's ears  perk up. Nothing else happens.^ 
 obj_greatdog_482,  You call the Greater Dog. 
 obj_greatdog_483,  It bounds towards you,  flecking slobber into your  face.^ 
 obj_greatdog_495,  Greater Dog inches closer.^ 
 obj_greatdog_501,  Greater Dog decides you are  too boring.^ 
 obj_greatdog_512,  You pet the dog.^ 
 obj_greatdog_515,  Tummy rubs are forbidden.^ 
 obj_greatdog_520,  You pet decisively. Pet capacity reaches 100  percent. 
 obj_greatdog_521,  The dog flops over with  its legs hanging in the air.^ 
 obj_greatdog_528,  As you pet the dog,  it sinks its entire weight  into you... 
 obj_greatdog_529,  Your movements slow. 
 obj_greatdog_530,  But, you still haven't  pet enough...!^ 
 obj_greatdog_536,  Greater Dog's excitement is  creating a power field that  prevents petting.^ 
 obj_greatdog_540,  Greater Dog curls up in  your lap as it is  pet by you. 
 obj_greatdog_541,  It gets so comfortable  it falls asleep... 
 obj_greatdog_542,  Zzzzz... 
 obj_greatdog_543,  ... 
 obj_greatdog_544,  Then it wakes up! It's so excited!^ 
 obj_greatdog_549,  Greater Dog is too far  away to pet. You just pet the air.^ 
 obj_greatdog_558,  You play with the dog.^ 
 obj_greatdog_561,  Greater Dog is too tired  to play.^ 
 obj_greatdog_565,  You make a snowball and  throw it for the dog  to fetch. 
 obj_greatdog_566,  It splats on the ground. 
 obj_greatdog_567,  Greater Dog picks up all  the snow in the area  and brings it to you. 
 obj_greatdog_568,  Now dog is very tired... It rests its head on you...^ 
 obj_greatdog_573,  Greater Dog is not excited  enough to play with.^ 
 obj_grillbynpc_doggo_74,  I'm thinking of getting a  spiked collar to show off  my personality. 
 obj_grillbynpc_doggo_75,  It makes a statement like...  + '' + Attach a leash to me and  take me for a walk please. + '' +  
 obj_grillbynpc_doggo_79,  He may not look like it,  but this big guy writes  the most eloquent letters. 
 obj_grillbynpc_doggo_80,  Here, take a look! 
 obj_grillbynpc_doggo_81,  It's just the word  + '' + Bark + '' +   but in flowery cursive. 
 obj_grillbynpc_doggo_86,  Papyrus? Is that you? Come on... 
 obj_grillbynpc_doggo_91,  Undyne!? Did you come all the way  out here...? 
 obj_grillbynpc_doggo_96,  Huh? Since when did you and  Sans become friends...? 
 obj_grillbynpc_doggo_97,  I don't like him... He loves to appear without  moving. 
 obj_grillbynpc_doggo_101,  Where're the other two? I can't play with this  big dumb guy alone... 
 obj_grillbynpc_doggo_102,  He'll just win!!! 
 obj_grillbynpc_doggo_104,  Sometimes the others like to  prank me. They sit still  so I can't see them. 
 obj_grillbynpc_doggo_105,  They must be here, playing a  joke on me. 
 obj_grillbynpc_doggo_106,  I'll just wait until one of  them admits it... 
 obj_grillbynpc_doggo_110,  Having an amorphous,  shambling family member  is great. 
 obj_grillbynpc_doggo_111,  They're always moving, so I  can see them 100-percent  of the time! 
 obj_grillbynpc_foodmonster_73,  Hmmm... Isn't human food different  from monster food? 
 obj_grillbynpc_foodmonster_74,  It does things like  + '' + spoil. + '' +  
 obj_grillbynpc_foodmonster_75,  And when you eat it, it  passes all the way through  your whole body. 
 obj_grillbynpc_foodmonster_76,  Disgusting. 
 obj_grillbynpc_foodmonster_77,  I'd love to try it sometime. 
 obj_grillbynpc_foodmonster_80,  And I've heard they have  things called bathrooms. 
 obj_grillbynpc_foodmonster_84,  To a human, monster food  would be very interesting. 
 obj_grillbynpc_foodmonster_85,  As soon as you eat it, it  converts perfectly into  energy. 
 obj_grillbynpc_foodmonster_86,  ... that makes me wonder. How do humans do it? 
 obj_grillbynpc_foodmonster_87,  Eat during battle...? 
 obj_grillbynpc_foodmonster_90,  Ice cream in one hand,  sword in the other. 
 obj_grillbynpc_foodmonster_91,  That's the way of the  monster warrior... 
 obj_grillbynpc_foodmonster_97,  Hmmm, this is around the  time that Sans comes in. 
 obj_grillbynpc_foodmonster_98,  Then, a little bit later,  his brother comes in,  irritated. 
 obj_grillbynpc_foodmonster_99,  Yes, his brother. Papyrus. 
 obj_grillbynpc_foodmonster_100,  He's an interesting fellow. 
 obj_grillbynpc_foodmonster_101,  He always orders a glass of  milk... 
 obj_grillbynpc_foodmonster_102,  He says it's  + '' + full of  strong bones. + '' +  
 obj_grillbynpc_foodmonster_104,  Hope he shows up today. 
 obj_grillbynpc_foodmonster_109,  Soon, I'll be able to try  some human food... 
 obj_grillbynpc_foodmonster_110,  And then I guess I'll try  a human bathroom, too. 
 obj_grillbynpc_foodmonster_115,  Sans is interesting. He has told me about all  kinds of incredible foods. 
 obj_grillbynpc_foodmonster_116,  But, despite his knowledge,  he always orders the worst  burger off the menu. 
 obj_grillbynpc_grillby_73,  ... ... ... 
 obj_grillbynpc_grillby_74,  Grillbz said that he'd offer  you a glass of water, but he  doesn't touch the stuff. 
 obj_grillbynpc_grillby_78,  .............. ............... ... good job. 
 obj_grillbynpc_grillby_83,  ... ... ... 
 obj_grillbynpc_grillby_84,  Grillbz said that your  food is probably cold  by now. 
 obj_grillbynpc_hot2_73,  Those dogs are part of  the ROYAL GUARD, the elite  military group led by UNDYNE. 
 obj_grillbynpc_hot2_74,  She's rude, loud, and beats up  everybody who gets in her  way... 
 obj_grillbynpc_hot2_75,  It's no wonder all the kids  want to be like her when  they grow up! 
 obj_grillbynpc_hot2_77,  I want to be like UNDYNE  when I grow up, too! Hoo hoo hoo! 
 obj_grillbynpc_hot2_81,  Sans is a sentry. But don't let his title make  you think he does anything. 
 obj_grillbynpc_hot2_82, \W Everyone knows he sits  around in the forest  reading \Ycar magazines\W. 
 obj_grillbynpc_hot2_87,  Ehhhhhhhhnnnnn... I wish I had something else  to do. 
 obj_grillbynpc_hot2_92,  Those dogs are part of  the ROYAL GUARD, the... 
 obj_grillbynpc_hot2_93,  Huh? Where are they? 
 obj_grillbynpc_hot2_94,  Something feels really off. 
